NU_SEQUENCIAL;NU_ANO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
2540064;2024;NA;NA;;NA;;NA;NA;NA;3304557;Rio de Janeiro;33;RJ;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3044478;2024;NA;NA;;NA;;NA;NA;NA;2903201;Barreiras;29;BA;1;1;1;1;448.3;556.9;579.6;724;1;1;100;180;120;100;140;640
2219213;2024;NA;NA;;NA;;NA;NA;NA;3520301;Iguape;35;SP;1;1;1;1;456.4;499.5;505.1;624;0;1;120;120;120;100;100;560
1110564;2024;35037692;3550308;São Paulo;35;SP;2;1;1;3516408;Franco da Rocha;35;SP;1;1;1;1;412.3;513.9;573.8;404.4;0;1;120;160;120;100;120;620
4030690;2024;NA;NA;;NA;;NA;NA;NA;4323002;Viamão;43;RS;1;1;1;1;528;572.1;567.9;474.1;1;1;100;140;120;120;0;480
3875451;2024;NA;NA;;NA;;NA;NA;NA;5300108;Brasília;53;DF;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
4242199;2024;NA;NA;;NA;;NA;NA;NA;4208906;Jaraguá do Sul;42;SC;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
549694;2024;35039895;3509502;Campinas;35;SP;2;1;1;3509502;Campinas;35;SP;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1406227;2024;NA;NA;;NA;;NA;NA;NA;2507507;João Pessoa;25;PB;1;1;1;1;411.7;465.3;459.6;468.8;1;1;40;80;40;40;0;200
3621007;2024;NA;NA;;NA;;NA;NA;NA;1302603;Manaus;13;AM;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3639154;2024;41071972;4104808;Cascavel;41;PR;2;1;1;4104808;Cascavel;41;PR;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3891547;2024;NA;NA;;NA;;NA;NA;NA;3550308;São Paulo;35;SP;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
41530;2024;NA;NA;;NA;;NA;NA;NA;2918407;Juazeiro;29;BA;1;1;1;1;391.1;429.9;430.1;398.7;0;1;80;80;80;80;80;400
118375;2024;35045950;3526902;Limeira;35;SP;2;1;1;3501608;Americana;35;SP;1;1;1;1;538.1;600.9;588.8;635.4;0;1;140;180;160;160;180;820
81813;2024;NA;NA;;NA;;NA;NA;NA;3304557;Rio de Janeiro;33;RJ;1;1;1;1;652.5;711.1;647.6;803.5;0;1;160;180;180;200;200;920
3081329;2024;23258748;2304400;Fortaleza;23;CE;4;1;1;2304400;Fortaleza;23;CE;1;1;1;1;470;390;394.5;377.5;1;1;120;120;120;120;0;480
2887161;2024;NA;NA;;NA;;NA;NA;NA;2109908;Santa Inês;21;MA;0;1;1;0;NA;482.7;467.7;NA;0;1;80;100;80;80;0;340
1610816;2024;NA;NA;;NA;;NA;NA;NA;2909802;Cruz das Almas;29;BA;1;1;1;1;460.6;531.3;555.1;454.2;0;1;120;140;100;120;80;560
3447175;2024;29457491;2933307;Vitória da Conquista;29;BA;2;2;1;2933307;Vitória da Conquista;29;BA;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2061666;2024;NA;NA;;NA;;NA;NA;NA;4314902;Porto Alegre;43;RS;1;1;1;1;477.6;567.2;547.1;407.8;0;1;100;160;100;120;40;520
1530586;2024;NA;NA;;NA;;NA;NA;NA;2903201;Barreiras;29;BA;1;1;1;1;455;499;513.2;533.9;0;1;120;120;120;120;100;580
1430180;2024;NA;NA;;NA;;NA;NA;NA;2921708;Morro do Chapéu;29;BA;1;1;1;1;466.9;348;432.1;450.5;1;1;140;200;160;180;200;880
4022348;2024;NA;NA;;NA;;NA;NA;NA;3304557;Rio de Janeiro;33;RJ;1;1;1;1;623.6;593.5;590.8;605.9;1;1;160;200;160;180;160;860
22967;2024;NA;NA;;NA;;NA;NA;NA;4119608;Pitanga;41;PR;1;1;1;1;639.2;619.9;603.9;755.5;0;1;120;200;120;120;180;740
2511686;2024;NA;NA;;NA;;NA;NA;NA;4301602;Bagé;43;RS;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
4013991;2024;NA;NA;;NA;;NA;NA;NA;4113700;Londrina;41;PR;1;1;1;1;447.9;547.3;566.2;618.3;0;1;160;160;120;140;140;720
3857356;2024;NA;NA;;NA;;NA;NA;NA;1506187;Rondon do Pará;15;PA;1;1;1;1;484;490.1;511.8;420.5;1;1;120;80;60;100;40;400
3093449;2024;41139976;4115705;Matinhos;41;PR;2;1;1;4115705;Matinhos;41;PR;1;1;1;1;403.7;384.5;437.3;375.3;1;1;60;80;40;80;0;260
72548;2024;28036069;2804805;Nossa Senhora do Socorro;28;SE;2;1;1;2800308;Aracaju;28;SE;1;1;1;1;500.1;542.7;507.2;519;1;8;0;0;0;0;0;0
3962420;2024;NA;NA;;NA;;NA;NA;NA;2311306;Quixadá;23;CE;1;1;1;1;521.8;505.7;541;565.2;0;1;120;120;100;120;140;600
1554142;2024;24058246;2408102;Natal;24;RN;2;1;1;2403251;Parnamirim;24;RN;1;1;1;1;433.9;488.1;516.5;516.8;1;1;120;180;120;140;120;680
3926175;2024;NA;NA;;NA;;NA;NA;NA;4108304;Foz do Iguaçu;41;PR;1;1;1;1;497.5;517.6;565.3;404;1;1;120;120;120;120;120;600
1692409;2024;NA;NA;;NA;;NA;NA;NA;3550308;São Paulo;35;SP;0;1;1;0;NA;377.7;531.3;NA;1;1;100;160;120;120;0;500
1540453;2024;53016378;5300108;Brasília;53;DF;2;1;1;5300108;Brasília;53;DF;1;1;1;1;455.4;469.5;506;495;0;1;140;140;120;120;40;560
2183592;2024;43143954;4319505;São Sebastião do Caí;43;RS;2;1;1;4318705;São Leopoldo;43;RS;1;1;1;1;531.5;501.3;561.4;382.9;1;1;140;160;140;160;160;760
683605;2024;NA;NA;;NA;;NA;NA;NA;3139607;Mantena;31;MG;1;1;1;1;548.6;586.7;555.6;615.8;0;1;100;180;120;120;160;680
284246;2024;NA;NA;;NA;;NA;NA;NA;2408904;Parelhas;24;RN;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
4126049;2024;NA;NA;;NA;;NA;NA;NA;3550308;São Paulo;35;SP;1;1;1;1;451.4;503.1;525.1;421.3;1;1;100;120;80;100;60;460
2826518;2024;NA;NA;;NA;;NA;NA;NA;2609402;Moreno;26;PE;1;1;1;1;550.9;564.4;581.3;773.6;0;1;160;180;140;180;180;840
2314179;2024;NA;NA;;NA;;NA;NA;NA;2403103;Currais Novos;24;RN;1;1;1;1;451.8;504.3;526.1;389.8;1;1;80;120;80;120;100;500
1608082;2024;NA;NA;;NA;;NA;NA;NA;3530607;Mogi das Cruzes;35;SP;1;1;1;1;511.6;600.4;575.3;664.9;0;1;140;180;140;200;180;840
2302833;2024;33061670;3304144;Queimados;33;RJ;4;1;1;3304144;Queimados;33;RJ;1;1;1;1;581.4;632;564.7;649.1;0;1;160;180;160;200;200;900
341262;2024;35025045;3519600;Ibitinga;35;SP;2;1;1;3519600;Ibitinga;35;SP;1;1;1;1;598.8;604;536.6;564.5;0;1;140;200;160;200;200;900
1855409;2024;NA;NA;;NA;;NA;NA;NA;1400100;Boa Vista;14;RR;1;1;1;1;582;530;542.8;688;0;1;100;120;100;120;100;540
4239402;2024;NA;NA;;NA;;NA;NA;NA;3550308;São Paulo;35;SP;1;1;1;1;417.9;492.1;488.8;424.2;1;1;100;120;80;120;80;500
255174;2024;NA;NA;;NA;;NA;NA;NA;3554003;Tatuí;35;SP;1;1;1;1;578.7;608.2;675.3;672.2;0;1;120;160;120;120;0;520
1783599;2024;NA;NA;;NA;;NA;NA;NA;4105805;Colombo;41;PR;1;1;1;1;505.1;601.4;590.4;576.1;0;1;140;140;120;160;100;660
621583;2024;31196142;3118007;Congonhas;31;MG;4;1;1;3118007;Congonhas;31;MG;1;1;1;1;603.6;643.4;614.2;642.9;1;1;160;180;160;200;200;900
312263;2024;42011639;4204608;Criciúma;42;SC;2;1;1;4204608;Criciúma;42;SC;1;1;1;1;405.2;420.7;557.7;583.8;1;1;120;160;120;120;160;680
2802768;2024;16003128;1600303;Macapá;16;AP;4;1;1;1600303;Macapá;16;AP;1;1;1;1;412.3;505;614.8;442.5;0;1;160;200;160;160;200;880
283765;2024;25048350;2515203;São Sebastião do Umbuzeiro;25;PB;2;1;1;2509701;Monteiro;25;PB;1;1;1;1;501;491.3;538.3;527.9;0;1;140;160;120;160;140;720
3066511;2024;42038901;4210100;Mafra;42;SC;4;1;1;4210100;Mafra;42;SC;1;1;1;1;450;371.6;479.2;400.9;1;1;160;120;120;160;80;640
3779559;2024;NA;NA;;NA;;NA;NA;NA;1505502;Paragominas;15;PA;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
104616;2024;42074150;4219309;Videira;42;SC;4;1;1;4219309;Videira;42;SC;1;1;1;1;549.8;534.6;459.7;616;0;1;120;200;120;120;80;640
2719233;2024;NA;NA;;NA;;NA;NA;NA;3550308;São Paulo;35;SP;1;1;1;1;528.3;596.2;597.5;615.3;0;1;120;160;120;120;120;640
2389575;2024;35022512;3553203;Taiúva;35;SP;2;1;1;3506102;Bebedouro;35;SP;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
803923;2024;21159580;2103000;Caxias;21;MA;2;1;1;2103000;Caxias;21;MA;1;1;1;1;438.6;533.7;569.8;439.2;0;1;160;160;160;160;140;780
570432;2024;26132230;2606002;Garanhuns;26;PE;2;1;1;2606002;Garanhuns;26;PE;1;1;1;1;511.7;541.8;569.3;599.9;1;1;140;140;140;160;160;740
2335775;2024;NA;NA;;NA;;NA;NA;NA;3525706;José Bonifácio;35;SP;1;1;1;1;488.2;545.8;467.8;465.3;1;1;100;120;100;100;20;440
2176786;2024;31167339;3170206;Uberlândia;31;MG;2;1;1;3170206;Uberlândia;31;MG;1;1;1;1;574.8;556.2;478.6;621.5;0;1;120;200;160;160;160;800
969795;2024;NA;NA;;NA;;NA;NA;NA;3132404;Itajubá;31;MG;1;1;1;1;456;560.7;542.1;547;0;1;120;160;140;120;120;660
1519320;2024;28026667;2803500;Lagarto;28;SE;2;1;1;2803500;Lagarto;28;SE;1;1;1;1;375.5;350.8;409.3;388.4;1;1;80;80;80;100;80;420
987563;2024;NA;NA;;NA;;NA;NA;NA;3115300;Cataguases;31;MG;1;1;1;1;496.6;549.6;571.3;418.6;1;1;100;120;100;100;100;520
3246080;2024;NA;NA;;NA;;NA;NA;NA;1501709;Bragança;15;PA;1;1;1;1;408.2;494.1;549.3;407.1;1;1;120;200;140;180;200;840
66732;2024;NA;NA;;NA;;NA;NA;NA;4321204;Taquara;43;RS;1;1;1;1;529.2;595;551;564.6;1;1;140;160;120;180;120;720
917623;2024;NA;NA;;NA;;NA;NA;NA;1500107;Abaetetuba;15;PA;1;1;1;1;458.8;480.7;476.5;417.9;1;1;100;120;120;120;100;560
3121774;2024;31015121;3105608;Barbacena;31;MG;2;1;1;3105608;Barbacena;31;MG;1;1;1;1;502.9;343.8;425.8;605;0;1;140;140;120;120;140;660
2047343;2024;35438261;3513009;Cotia;35;SP;2;1;1;3513009;Cotia;35;SP;1;1;1;1;513.7;468;538.7;557.9;0;1;100;120;100;120;120;560
3528324;2024;NA;NA;;NA;;NA;NA;NA;3106200;Belo Horizonte;31;MG;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1755757;2024;15011380;1506807;Santarém;15;PA;2;1;1;1506807;Santarém;15;PA;1;1;1;1;461.7;383.5;383.4;395;0;1;120;120;120;120;120;600
3312606;2024;NA;NA;;NA;;NA;NA;NA;1501709;Bragança;15;PA;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2135386;2024;NA;NA;;NA;;NA;NA;NA;2914703;Itaberaba;29;BA;1;1;1;1;581.1;625.4;623.3;642.5;0;1;160;140;160;120;140;720
3243686;2024;32035527;3205002;Serra;32;ES;2;1;1;3205002;Serra;32;ES;1;1;1;1;494.9;499.3;542.2;379.1;0;1;120;140;120;100;100;580
2853927;2024;NA;NA;;NA;;NA;NA;NA;3152204;Porteirinha;31;MG;1;1;1;1;410.6;515.5;491;467.2;1;1;140;180;120;160;180;780
3512632;2024;33187789;3304557;Rio de Janeiro;33;RJ;4;1;1;3304557;Rio de Janeiro;33;RJ;1;1;1;1;520.9;479.9;497.7;605.3;0;1;80;160;100;100;40;480
2427874;2024;21199582;2111300;São Luís;21;MA;1;1;1;2111201;São José de Ribamar;21;MA;1;1;1;1;574.9;582.6;594.2;674.1;0;1;120;180;140;160;140;740
1279585;2024;23043660;2313807;Uruburetama;23;CE;2;1;1;2313807;Uruburetama;23;CE;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
763814;2024;33021880;3303401;Nova Friburgo;33;RJ;2;1;1;3303401;Nova Friburgo;33;RJ;1;1;1;1;378.8;345.1;390.5;392.8;0;1;140;200;180;180;100;800
2560689;2024;60009130;2931350;Teixeira de Freitas;29;BA;4;1;1;2931350;Teixeira de Freitas;29;BA;1;1;1;1;410.8;432.9;482.2;442.5;1;1;120;160;120;180;120;700
3705029;2024;NA;NA;;NA;;NA;NA;NA;2910727;Eunápolis;29;BA;1;1;1;1;448.1;412.9;478.4;447.2;0;1;100;120;80;100;100;500
2700711;2024;NA;NA;;NA;;NA;NA;NA;2310704;Pentecoste;23;CE;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1970782;2024;52033457;5208707;Goiânia;52;GO;2;1;1;5208707;Goiânia;52;GO;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1113937;2024;NA;NA;;NA;;NA;NA;NA;2103208;Chapadinha;21;MA;0;1;1;0;NA;439.2;444.2;NA;0;1;80;120;80;120;0;400
4025474;2024;NA;NA;;NA;;NA;NA;NA;3534401;Osasco;35;SP;1;1;1;1;431.1;285.4;374.9;453.2;1;1;100;120;80;100;40;440
3858771;2024;35917102;3523107;Itaquaquecetuba;35;SP;2;1;1;3523107;Itaquaquecetuba;35;SP;1;1;1;1;565.4;587.8;559;464.3;0;1;120;140;100;120;140;620
3743148;2024;26126621;2611606;Recife;26;PE;2;1;1;2611606;Recife;26;PE;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
887525;2024;17046270;1702109;Araguaína;17;TO;2;1;1;1702109;Araguaína;17;TO;1;1;1;1;523.5;484.5;528.4;630.3;1;1;160;200;180;160;200;900
3352518;2024;NA;NA;;NA;;NA;NA;NA;3171303;Viçosa;31;MG;1;1;1;1;486.4;580.2;538.3;581.3;0;1;180;180;180;200;200;940
3312821;2024;NA;NA;;NA;;NA;NA;NA;4106902;Curitiba;41;PR;1;1;1;1;648.5;654.2;643.5;681.5;0;1;140;120;120;120;100;600
4070885;2024;27215830;2706307;Palmeira dos Índios;27;AL;1;1;1;2706307;Palmeira dos Índios;27;AL;1;1;1;1;479.2;577.5;644.5;663.2;1;1;140;180;140;160;160;780
979333;2024;NA;NA;;NA;;NA;NA;NA;4318903;São Luiz Gonzaga;43;RS;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1400557;2024;NA;NA;;NA;;NA;NA;NA;2800308;Aracaju;28;SE;1;1;1;1;591.5;549.5;572;582.8;1;1;120;120;80;120;60;500
862390;2024;27036030;2704302;Maceió;27;AL;4;1;1;2704302;Maceió;27;AL;1;1;1;1;578.9;592.4;562.4;655.1;0;1;100;140;120;100;200;660
2559840;2024;NA;NA;;NA;;NA;NA;NA;1501402;Belém;15;PA;1;1;1;1;494.1;439.2;570.7;461.1;0;1;160;200;120;200;200;880
3863023;2024;NA;NA;;NA;;NA;NA;NA;3300456;Belford Roxo;33;RJ;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1629723;2024;27037053;2704302;Maceió;27;AL;2;1;1;2704302;Maceió;27;AL;1;1;1;1;502;462.8;493.4;435.5;0;4;0;0;0;0;0;0
3514667;2024;43038360;4304606;Canoas;43;RS;2;1;1;4304606;Canoas;43;RS;1;1;1;1;514.6;547.2;554;511.7;0;1;100;140;120;80;80;520
1344567;2024;NA;NA;;NA;;NA;NA;NA;3170107;Uberaba;31;MG;1;1;1;1;377.1;553;488.7;402.4;1;6;0;0;0;0;0;0
3131962;2024;NA;NA;;NA;;NA;NA;NA;2919553;Luís Eduardo Magalhães;29;BA;1;1;1;1;542.7;508.6;573.1;593.2;1;1;140;200;120;160;160;780
3237081;2024;NA;NA;;NA;;NA;NA;NA;1501501;Benevides;15;PA;1;1;1;1;402;528.8;500;488.2;0;1;120;120;120;120;120;600
2028361;2024;42153379;4216206;São Francisco do Sul;42;SC;4;1;1;4216206;São Francisco do Sul;42;SC;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
625493;2024;NA;NA;;NA;;NA;NA;NA;2512705;Remígio;25;PB;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1626868;2024;43000304;4314407;Pelotas;43;RS;2;1;1;4301305;Arroio Grande;43;RS;1;1;1;1;569.6;615.3;567.7;758.7;0;1;180;200;160;180;200;920
1638396;2024;NA;NA;;NA;;NA;NA;NA;2700300;Arapiraca;27;AL;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2735381;2024;35923047;3550308;São Paulo;35;SP;2;1;1;3550308;São Paulo;35;SP;1;1;1;1;561.7;576;542.6;537.3;0;1;120;120;120;120;120;600
3648954;2024;NA;NA;;NA;;NA;NA;NA;2902609;Baixa Grande;29;BA;1;1;1;1;448.7;492.5;487.7;441.3;1;1;120;180;100;120;140;660
1284726;2024;17001005;1702554;Augustinópolis;17;TO;2;1;1;1702554;Augustinópolis;17;TO;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
189325;2024;NA;NA;;NA;;NA;NA;NA;3304557;Rio de Janeiro;33;RJ;1;1;1;1;439.1;540.9;528.7;564.8;0;1;120;100;100;120;0;440
1542580;2024;35456470;3548906;São Carlos;35;SP;1;1;1;3548906;São Carlos;35;SP;1;1;1;1;617;670.7;634.5;745.6;0;1;160;200;160;180;160;860
1936408;2024;29181526;2927408;Salvador;29;BA;2;1;1;2927408;Salvador;29;BA;1;1;1;1;535.3;530;502.2;464.5;0;4;0;0;0;0;0;0
1432757;2024;15170403;1504802;Monte Alegre;15;PA;2;2;1;1504802;Monte Alegre;15;PA;1;1;1;1;363.5;372.2;493.1;467.9;1;1;120;160;120;160;200;760
4135733;2024;NA;NA;;NA;;NA;NA;NA;3304557;Rio de Janeiro;33;RJ;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
384580;2024;NA;NA;;NA;;NA;NA;NA;2501005;Araruna;25;PB;1;1;1;1;527.1;598.7;594.7;459.5;1;1;100;140;140;120;60;560
1762429;2024;21153922;2103406;Coelho Neto;21;MA;2;1;1;2103406;Coelho Neto;21;MA;0;1;1;0;NA;460.9;430.3;NA;1;1;80;120;80;80;60;420
3777066;2024;25058991;2512747;Riachão;25;PB;2;1;1;2501005;Araruna;25;PB;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3802890;2024;NA;NA;;NA;;NA;NA;NA;3547809;Santo André;35;SP;1;1;1;1;530.6;582.8;561.3;664.9;0;1;120;120;140;120;100;600
2749713;2024;NA;NA;;NA;;NA;NA;NA;3304904;São Gonçalo;33;RJ;1;1;1;1;459.5;358.9;419.2;493.1;1;1;140;200;160;160;160;820
2830252;2024;NA;NA;;NA;;NA;NA;NA;4314407;Pelotas;43;RS;1;1;1;1;390.5;458.6;491.6;429.8;1;1;120;120;120;120;80;560
1027876;2024;NA;NA;;NA;;NA;NA;NA;2507507;João Pessoa;25;PB;1;1;1;1;620;668.4;567.5;782.4;0;1;140;180;140;160;200;820
4236661;2024;NA;NA;;NA;;NA;NA;NA;3550308;São Paulo;35;SP;1;1;1;1;477.7;457.1;523.5;400.3;0;1;160;160;160;200;180;860
2402981;2024;NA;NA;;NA;;NA;NA;NA;3304557;Rio de Janeiro;33;RJ;1;1;1;1;674.2;588.5;616.9;800.8;0;1;160;180;160;180;200;880
1474311;2024;33186278;3304557;Rio de Janeiro;33;RJ;4;1;1;3304557;Rio de Janeiro;33;RJ;1;1;1;1;602.9;574.5;606.6;675.4;0;1;160;200;200;200;200;960
3211298;2024;NA;NA;;NA;;NA;NA;NA;3522307;Itapetininga;35;SP;1;1;1;1;616.4;489.9;527.8;668.2;0;4;0;0;0;0;0;0
3445910;2024;35405243;3550308;São Paulo;35;SP;2;1;1;3550308;São Paulo;35;SP;1;0;0;1;453;NA;NA;399;1;NA;NA;NA;NA;NA;NA;NA
1120570;2024;NA;NA;;NA;;NA;NA;NA;2919207;Lauro de Freitas;29;BA;1;1;1;1;511.3;567.3;567.6;469.8;0;1;120;120;120;120;80;560
2873114;2024;NA;NA;;NA;;NA;NA;NA;3534401;Osasco;35;SP;1;1;1;1;582.5;639.3;636.8;628.3;0;1;120;180;140;100;120;660
345345;2024;29182123;2927408;Salvador;29;BA;2;1;1;2927408;Salvador;29;BA;0;1;1;0;NA;561.6;598.3;NA;0;1;160;180;120;120;100;680
2596678;2024;35045962;3501608;Americana;35;SP;2;1;1;3501608;Americana;35;SP;1;1;1;1;381.2;414.6;551.5;447.8;1;1;140;140;120;140;120;660
43254;2024;35036651;3552205;Sorocaba;35;SP;2;1;1;3552205;Sorocaba;35;SP;1;1;1;1;498.2;513.4;501.7;481.4;1;1;120;160;80;100;140;600
864473;2024;NA;NA;;NA;;NA;NA;NA;3522505;Itapevi;35;SP;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
331285;2024;NA;NA;;NA;;NA;NA;NA;3148103;Patrocínio;31;MG;1;1;1;1;579.2;582.3;590.4;585.7;0;1;160;200;160;180;160;860
3770688;2024;NA;NA;;NA;;NA;NA;NA;3118601;Contagem;31;MG;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1270755;2024;50006371;5002704;Campo Grande;50;MS;2;1;1;5002704;Campo Grande;50;MS;1;0;0;1;480.2;NA;NA;626.6;0;NA;NA;NA;NA;NA;NA;NA
3640888;2024;29097665;2910800;Feira de Santana;29;BA;2;1;1;2910800;Feira de Santana;29;BA;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3546679;2024;NA;NA;;NA;;NA;NA;NA;1506807;Santarém;15;PA;1;1;1;1;462.3;504;475.9;410.4;0;1;80;200;120;120;80;600
604234;2024;26109360;2607901;Jaboatão dos Guararapes;26;PE;2;1;1;2607901;Jaboatão dos Guararapes;26;PE;1;1;1;1;407;480.2;533.2;434.3;1;1;140;160;160;140;160;760
813290;2024;35008285;3547809;Santo André;35;SP;2;1;1;3547809;Santo André;35;SP;1;1;1;1;465.6;394.8;548.9;387.9;0;1;120;140;80;140;80;560
2041617;2024;NA;NA;;NA;;NA;NA;NA;3551009;São Vicente;35;SP;1;1;1;1;486.8;430.7;487.6;382.2;1;1;140;140;80;140;140;640
599887;2024;NA;NA;;NA;;NA;NA;NA;3550308;São Paulo;35;SP;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3547930;2024;NA;NA;;NA;;NA;NA;NA;2611606;Recife;26;PE;1;1;1;1;575.7;549.1;525.3;672.6;0;1;120;180;140;140;200;780
2875260;2024;NA;NA;;NA;;NA;NA;NA;3552502;Suzano;35;SP;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1921657;2024;NA;NA;;NA;;NA;NA;NA;2111706;São Vicente Ferrer;21;MA;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
66599;2024;NA;NA;;NA;;NA;NA;NA;5300108;Brasília;53;DF;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3778383;2024;NA;NA;;NA;;NA;NA;NA;3552205;Sorocaba;35;SP;1;1;1;1;409.1;382.7;500;449.6;0;1;120;180;120;120;100;640
4160154;2024;50028839;5002209;Bonito;50;MS;4;1;1;5002209;Bonito;50;MS;1;1;1;1;451.1;412.3;503.5;567.2;1;1;120;160;120;120;80;600
424370;2024;NA;NA;;NA;;NA;NA;NA;2304400;Fortaleza;23;CE;1;1;1;1;578.2;546.4;534.5;494.3;0;1;100;180;120;120;140;660
2481479;2024;NA;NA;;NA;;NA;NA;NA;4128104;Umuarama;41;PR;1;1;1;1;490;612.2;562.6;584.5;1;1;120;180;120;180;160;760
1867120;2024;26121654;2611606;Recife;26;PE;2;1;1;2611606;Recife;26;PE;1;1;1;1;433.8;435.7;477.2;378.4;0;1;120;120;40;120;40;440
4259523;2024;NA;NA;;NA;;NA;NA;NA;3552205;Sorocaba;35;SP;1;1;1;1;568.8;521.9;590;582.6;0;1;160;160;120;200;200;840
2203929;2024;NA;NA;;NA;;NA;NA;NA;3301876;Iguaba Grande;33;RJ;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3298115;2024;NA;NA;;NA;;NA;NA;NA;3541000;Praia Grande;35;SP;1;1;1;1;663.9;622.3;597.5;740.2;0;1;160;200;180;200;180;920
3396468;2024;NA;NA;;NA;;NA;NA;NA;2933307;Vitória da Conquista;29;BA;0;1;1;0;NA;601.9;592.1;NA;0;1;140;200;160;200;200;900
362482;2024;NA;NA;;NA;;NA;NA;NA;1500503;Almeirim;15;PA;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3993927;2024;NA;NA;;NA;;NA;NA;NA;2603009;Cabrobó;26;PE;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3588304;2024;NA;NA;;NA;;NA;NA;NA;1200609;Tarauacá;12;AC;1;1;1;1;568.9;535.7;523.4;566.8;0;1;160;180;200;200;140;880
543818;2024;NA;NA;;NA;;NA;NA;NA;2611606;Recife;26;PE;1;1;1;1;511.9;616.5;592.3;729.2;0;1;180;200;180;200;160;920
2573507;2024;NA;NA;;NA;;NA;NA;NA;5007109;Ribas do Rio Pardo;50;MS;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
959872;2024;NA;NA;;NA;;NA;NA;NA;4300406;Alegrete;43;RS;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
820471;2024;NA;NA;;NA;;NA;NA;NA;2803203;Itaporanga d'Ajuda;28;SE;1;1;1;1;383.6;415.9;396.8;380.6;1;1;60;100;60;80;0;300
